rName	Reads	Index	rSubPool
3_TXNDC12_2	95	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PKLR_1	148	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ANXA6_2	125	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_TSFM_3	288	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MARS2_2	142	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MTX2_3	161	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MGST1_1	144	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_NTHL1_2	251	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PDSS1_2	175	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_MCU_4	MCU	76	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_EARS2_2	EARS2	57	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_MFN2_2	MFN2	139	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_CROT_3	CROT	98	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_GLRX5_1	GLRX5	63	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MMACHC_2	MMACHC	76	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_RNASEL_1	RNASEL	78	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_IDH1_3	IDH1	117	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_MRPL33_2	MRPL33	86	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_AK4_1	AK4	59	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_PPOX_3	PPOX	35	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_GBAS_3	GBAS	123	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_MRPL35_4	MRPL35	145	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SLC25A47_3	SLC25A47	56	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SLC25A34_1	SLC25A34	102	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_COQ4_2	COQ4	105	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_LEPROT_3	LEPROT	56	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2__NONTARGET__2	_NONTARGET_	72	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_MTERF3_3	MTERF3	101	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_QDPR_2	QDPR	69	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_SARM1_4	SARM1	82	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_LMAN1_3	LMAN1	40	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3__NONTARGET__2	_NONTARGET_	86	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_GTPBP10_3	GTPBP10	78	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MRPL11_4	MRPL11	52	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_GOT1_2	GOT1	66	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_GTPBP10_2	GTPBP10	141	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_NADK2_1	NADK2	62	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_SARM1_3	SARM1	151	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_VPS11_2	VPS11	87	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_GPX1_2	GPX1	32	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ABHD10_3	ABHD10	135	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_NDUFB6_1	NDUFB6	20	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_COQ3_2	COQ3	34	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MOCS1_2	MOCS1	40	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_NDUFS3_3	NDUFS3	100	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_VAMP1_2	VAMP1	60	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_KIF1B_3	KIF1B	41	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_RDH13_3	RDH13	9	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MRPL27_4	MRPL27	103	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_LEPROT_4	LEPROT	42	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MLH1_3	MLH1	116	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MAOB_2	MAOB	61	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_LEPROT_2	LEPROT	54	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_RSPH9_4	RSPH9	102	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ATIC_2	ATIC	106	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_UCP3_4	UCP3	100	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_DDHD2_1	DDHD2	138	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_COX6B2_4	COX6B2	97	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_PARL_3	PARL	128	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MRPS24_4	MRPS24	56	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_METTL8_3	METTL8	57	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SLIRP_3	SLIRP	107	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MCCC1_2	MCCC1	57	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_HSD17B4_2	HSD17B4	129	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_CARS2_4	CARS2	84	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SHMT1_1	SHMT1	123	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_ACO1_4	ACO1	85	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_VAMP1_4	VAMP1	104	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_CECR5_1	CECR5	43	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_MRPL33_3	MRPL33	83	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_SLC27A1_2	SLC27A1	27	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_NT5M_1	NT5M	41	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_LARS2_4	LARS2	126	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_ALDH7A1_2	ALDH7A1	30	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MPC2_3	MPC2	79	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_LACE1_2	LACE1	87	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_COX11_4	COX11	35	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_ETHE1_2	ETHE1	43	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_PKLR_4	PKLR	65	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_TFAM_4	TFAM	159	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_TSFM_4	TSFM	69	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_GTPBP10_1	GTPBP10	121	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SLC25A34_4	SLC25A34	46	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MRPL27_2	MRPL27	100	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_ALDH3A2_2	ALDH3A2	51	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_NIPSNAP3A_1	NIPSNAP3A	68	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_DDX28_1	DDX28	33	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_PDF_1	PDF	44	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1__NONTARGET__2	_NONTARGET_	62	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_PC_1	PC	69	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_PARK7_1	PARK7	149	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_ABCG2_4	ABCG2	50	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_NDUFA3_2	NDUFA3	80	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_METTL8_2	METTL8	146	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_HADHB_1	HADHB	59	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_NDUFA3_3	NDUFA3	88	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_RNASEL_2	RNASEL	71	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_CALM1_3	CALM1	110	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MRPS2_1	MRPS2	82	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_THNSL1_2	THNSL1	74	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_APOA1BP_1	APOA1BP	36	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_NDUFS3_4	NDUFS3	57	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_TSTD3_1	TSTD3	67	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MRPS23_1	MRPS23	53	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SYNJ2BP_1	SYNJ2BP	108	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_TFAM_1	TFAM	41	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_ACSL4_3	ACSL4	57	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_TSTD3_4	TSTD3	17	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MRPL42_3	MRPL42	35	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_TST_4	TST	38	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_GLUD2_2	GLUD2	31	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_TFDP2_3	TFDP2	129	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3__NONTARGET__6	_NONTARGET_	27	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_GLUD1_2	GLUD1	33	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MRPL18_4	MRPL18	61	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_BDH1_1	BDH1	54	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_LARS2_2	LARS2	68	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_GBAS_1	GBAS	80	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ABCB7_3	ABCB7	85	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_FAM162A_4	FAM162A	77	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_NTHL1_1	NTHL1	20	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SLIRP_1	SLIRP	42	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_YARS2_1	YARS2	86	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SLC25A21_1	SLC25A21	55	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_CLIC4_2	CLIC4	92	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SDHAF1_2	SDHAF1	21	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_NDUFS3_2	NDUFS3	64	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_FASTK_3	FASTK	60	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_BLOC1S2_4	BLOC1S2	140	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_HSPB7_1	HSPB7	79	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4__NONTARGET__9	_NONTARGET_	125	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ABHD10_2	ABHD10	34	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_APOA1BP_3	APOA1BP	58	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_ATP5L_1	ATP5L	51	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_LETM1_2	LETM1	29	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_GFM2_4	GFM2	82	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_METTL17_4	METTL17	51	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_NIPSNAP3A_4	NIPSNAP3A	49	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_ACO1_3	ACO1	42	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_TXNDC12_1	TXNDC12	48	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ACOX1_1	ACOX1	56	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_UBE2D3_4	UBE2D3	64	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_PC_2	PC	55	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SFXN3_3	SFXN3	47	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_IDH1_2	IDH1	44	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_OPA1_1	OPA1	97	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_PKLR_3	PKLR	70	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MRPS24_1	MRPS24	72	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_NFE2L2_2	NFE2L2	96	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_STOML2_2	STOML2	60	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SLC25A32_4	SLC25A32	38	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MID1IP1_2	MID1IP1	52	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_COQ4_4	COQ4	99	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SDHAF1_4	SDHAF1	28	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ABHD10_4	ABHD10	55	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_SCO1_4	SCO1	40	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MARS2_4	MARS2	59	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_CMPK2_4	CMPK2	41	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_TMEM177_1	TMEM177	26	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_RNF5_3	RNF5	38	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_FAHD1_2	FAHD1	67	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_AURKAIP1_4	AURKAIP1	71	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_FAHD2A_1	FAHD2A	37	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_AK4_3	AK4	127	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SLC25A32_2	SLC25A32	38	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_MTIF3_2	MTIF3	15	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_SDHAF2_1	SDHAF2	73	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MYO19_2	MYO19	78	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_DNAJC19_1	DNAJC19	59	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_ABCD1_2	ABCD1	105	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_COX18_3	COX18	62	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_NIPSNAP3A_3	NIPSNAP3A	66	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_OXR1_1	OXR1	38	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_GBAS_4	GBAS	145	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_UBE2D3_3	UBE2D3	29	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4__NONTARGET__13	_NONTARGET_	73	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_NDUFB6_3	NDUFB6	26	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_MCU_3	MCU	42	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_AK3_1	AK3	42	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SARDH_2	SARDH	96	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_HSDL2_2	HSDL2	61	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_LETMD1_2	LETMD1	54	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_LARS2_1	LARS2	63	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_TST_2	TST	58	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_TIMM10B_4	TIMM10B	44	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_CROT_1	CROT	79	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_VPS11_1	VPS11	127	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_SLC25A46_3	SLC25A46	35	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_TXNDC12_3	TXNDC12	53	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MTERF2_1	MTERF2	140	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4__NONTARGET__12	_NONTARGET_	33	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SLC25A47_4	SLC25A47	50	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MRPS14_2	MRPS14	54	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_IMMP2L_4	IMMP2L	86	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_CLIC4_1	CLIC4	68	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_COQ3_3	COQ3	61	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_LETM1_4	LETM1	83	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_LEPROT_1	LEPROT	65	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ATG13_3	ATG13	94	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3__NONTARGET__5	_NONTARGET_	31	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_ABCD2_1	ABCD2	53	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_TSFM_2	TSFM	77	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_COX11_3	COX11	24	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_ALDH7A1_3	ALDH7A1	61	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MRPL11_1	MRPL11	65	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_COQ4_3	COQ4	128	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_TMEM177_4	TMEM177	47	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MMACHC_4	MMACHC	60	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_RAB35_3	RAB35	73	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_ALAS1_1	ALAS1	56	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ATIC_4	ATIC	67	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MOCS1_1	MOCS1	61	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_TMEM126A_3	TMEM126A	23	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_NDUFS3_1	NDUFS3	66	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_PDP1_3	PDP1	101	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_RSAD2_4	RSAD2	55	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1__NONTARGET__1	_NONTARGET_	118	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_THNSL1_4	THNSL1	103	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SUCLA2_4	SUCLA2	50	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_HADHB_4	HADHB	37	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_QDPR_1	QDPR	46	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_METTL17_2	METTL17	56	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_SDSL_3	SDSL	47	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_METTL8_4	METTL8	133	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_TIGAR_1	TIGAR	75	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_SLC25A46_2	SLC25A46	73	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_FAM162A_2	FAM162A	48	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_BLOC1S2_2	BLOC1S2	66	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_COX20_2	COX20	48	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_GCSH_1	GCSH	60	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_EYA2_1	EYA2	40	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_FASTK_1	FASTK	92	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MTERF2_3	MTERF2	91	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MPC2_1	MPC2	59	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_TFAM_3	TFAM	76	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_FASTKD2_1	FASTKD2	53	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3__NONTARGET__10	_NONTARGET_	59	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_ABCB6_1	ABCB6	38	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_RAB35_4	RAB35	94	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_DDX28_4	DDX28	47	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MMAA_4	MMAA	96	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MID1IP1_1	MID1IP1	56	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MYO19_4	MYO19	64	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_COX7A2L_4	COX7A2L	40	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_C8ORF82_4	C8ORF82	41	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4__NONTARGET__19	_NONTARGET_	27	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2__NONTARGET__1	_NONTARGET_	55	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_NDUFB6_2	NDUFB6	55	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_PARL_4	PARL	21	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_COX11_2	COX11	82	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_BNIP3L_4	BNIP3L	72	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_BID_3	BID	30	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4__NONTARGET__14	_NONTARGET_	82	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_C8ORF82_2	C8ORF82	57	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_LMAN1_1	LMAN1	28	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_GNB2L1_1	GNB2L1	58	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_CALM1_4	CALM1	84	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ACOX1_3	ACOX1	51	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_GNB2L1_2	GNB2L1	39	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MAOB_3	MAOB	100	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_IDH1_1	IDH1	51	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
1_ABCD1_1	ABCD1	105	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MRPL18_1	MRPL18	89	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_MLH1_4	MLH1	87	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_NDUFB6_4	NDUFB6	48	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_CECR5_4	CECR5	56	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_RSAD2_3	RSAD2	54	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_C2ORF69_1	C2ORF69	43	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SLIRP_4	SLIRP	52	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_FAHD2A_3	FAHD2A	46	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_MRPL11_2	MRPL11	107	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_NDUFA3_4	NDUFA3	38	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_ABHD11_3	ABHD11	30	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_STOML2_4	STOML2	71	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ABHD10_1	ABHD10	48	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SIRT3_4	SIRT3	42	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_RAB35_1	RAB35	67	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_SDHAF2_3	SDHAF2	84	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
2_MTIF3_1	MTIF3	40	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_C2ORF69_3	C2ORF69	45	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_SARDH_4	SARDH	45	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_COQ3_1	COQ3	23	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_ISCA2_4	ISCA2	71	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_CLIC4_3	CLIC4	69	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
3_HSDL2_1	HSDL2	76	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_TIMM10B_1	TIMM10B	72	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
4_PDP1_2	PDP1	33	Bulk Sample MSPH1-4 WT NegDox 2022-12-1	1
