Gene  log2(fold_change)   q_value
B230208H11Rik   0.0994863  0.2772792515596988
Gm12701   0.09244636  0.27724905026096197
Gm13433   -0.1274452  0.2772048510461279
Tsg101   0.046416946  0.27689032230862215
Dclre1c   0.051474735  0.27671988906423056
Zfr   -0.047142234  0.2766213214698116
Pja2   0.048045147  0.27657416337756463
4933434E20Rik   -0.042954776  0.2764842547769841
4933434E20Rik   -0.042954776  0.27647977527665113
Gm8250   0.09786965  0.27647175937876795
Gm17089   0.1188196  0.27644401858107837
Chek2   0.11505047  0.2761060827247815
Fam129a   -0.043816153  0.27608832873211625
Ranbp10   -0.044053122  0.2760439451294228
Macf1   -0.05008699  0.27590240209012706
Naa40   -0.044256713  0.2758602258246689
Mrpl17   0.045567293  0.27578820826931805
Slc20a1   -0.04410334  0.27577744927614456
Gm6807   -0.08014459  0.27553646245870034
Nol12   -0.05169292  0.27548346728325096
1500015A07Rik   0.085453846  0.2753961687626071
Lman2   0.048754856  0.2753848644755346
Mss51   -0.1193831  0.2750693380288183
Gm14303   -0.072058514  0.27493507326454414
Gm6170   -0.052891992  0.27492871751861436
E030037K01Rik   0.13629805  0.2746276113079891
Tmem154   0.14393514  0.2745563883932569
Scnm1   0.046420556  0.2745168571583995
Ybx2   -0.08967413  0.27430659921284883
C130046K22Rik   0.12506345  0.27430142370754307
Bmt2   -0.0476592  0.27425798188570233
Ormdl1   0.085489914  0.2741271973247744
Map1lc3b   -0.047706503  0.2737611228741563
Tnfrsf14   -0.07314354  0.2737358867043598
Hnrnpdl   0.048239235  0.2736455276296395
Kank4   -0.05132959  0.2736198241980262
Cybc1   -0.045859378  0.27344665671117596
4930545L23Rik   -0.079059504  0.27339408554843664
Slk   -0.046924036  0.27337606626278643
Mcm3ap   -0.042881746  0.27334668768895426
Tab2   -0.04900283  0.27331480312017803
Polr1d   0.049139585  0.27304840693688
Gm43302   -0.080728345  0.2730453525259562
Tcea1   0.044017985  0.27269963784001816
Bcl2l12   -0.060509868  0.27269650620339514
Mir8091   0.12748781  0.27267364555314955
Gm27209   -0.10474287  0.2726101551870867
Hist2h3c2   0.13368642  0.27260083943057656
Gm21989   -0.09079211  0.2723663301526874
Tox   0.06671005  0.2723534165197297
Kirrel3   -0.082957104  0.27233392898934194
Traf6   -0.04372564  0.27228063370721006
Ybx1   0.04708046  0.2722526959055196
Scamp2   -0.04609317  0.2722483135760736
Zc3h14   -0.042243425  0.27213829209829904
Pcdhb16   0.062243417  0.2721183392863075
Zfp459   -0.105425365  0.2719903377738997
Rhbdd2   -0.043780807  0.2719405029856006
Gm14966   0.110678226  0.2714010067749937
Rptoros   0.1000002  0.27128591855255124
Tatdn3   -0.050476484  0.2712550377576161
Gm17586   -0.11723505  0.27115599111082506
Wasf3   -0.0665775  0.27097848216583487
Osbpl7   -0.048994888  0.27077842178757083
Usp18   -0.07673917  0.27071161366216207
Ptges2   0.051118642  0.2706967680181824
Sntb1   0.04696831  0.2705986360415334
Gm16189   0.11391908  0.27055199547664754
Tab3   -0.051130135  0.2705405114502056
Slc25a33   -0.086921714  0.27050059181288305
Coq2   -0.04327667  0.2704823902371495
Eaf1   0.04234886  0.27041794526089236
Gm28119   0.08680834  0.27040099496910674
Rnf10   0.04582781  0.2703631117150588
Paics   0.046172258  0.2703366333442347
Rabl3   0.075293764  0.2702514230510765
Ctdsp1   0.046409573  0.26990893686352463
Drc3   0.11592956  0.26970565580982875
Mxd4   -0.050008763  0.2695874064666285
Plcxd1   -0.07552629  0.26944607196669257
Bbs4   -0.05371002  0.26903794514258206
Gm5909   -0.116727225  0.2689667292187962
Rap1b   -0.042643633  0.2689163429212378
Cnot8   0.041659698  0.268914003061985
Gm17055   0.14329317  0.26858865994573294
Phf5a   0.05727166  0.26855100121916653
Alg6   0.04606147  0.2684975173492574
Arhgef11   0.045939606  0.2683699784399725
Metap1d   0.040444065  0.2683063709802927
C1qa   -0.07556805  0.2681476038360597
Dennd6a   -0.041953154  0.2681231323996023
Zik1   -0.07651367  0.268046838357339
Gm16059   -0.07739466  0.2680139534458763
Dus1l   -0.045016766  0.26800639474467153
Zp3r   0.10524783  0.26797148519585445
Gm11488   -0.1524194  0.26796003076568786
Gm18829   -0.1118006  0.2679379794090123
Bard1   -0.09916757  0.267889047393104
Morc4   0.043536894  0.26786808839260917
Ppp4r1l-ps   0.044372756  0.26780708383925866
Setd7   0.045418724  0.26777140218567047
Tomm6os   -0.13190466  0.267597219203515
Hnrnpul1   -0.046433967  0.26746590093301376
Rev1   -0.046110667  0.26743591667630395
Gm11793   -0.11157304  0.2671998901961677
Asic1   -0.09567489  0.2671449213897836
Zfp229   0.061094496  0.26699692550179055
Efna4   -0.11161553  0.2668730804433984
Itgam   0.09112144  0.26683743210044325
Lrch3   -0.045686398  0.26682863696236436
Slc39a10   -0.042003624  0.2666692482178608
Prpf40a   0.04169613  0.2666249694284793
Gm20732   -0.08741862  0.26639263519355283
Zfp11   -0.068030275  0.26625159589707165
Jakmip2   0.05704413  0.2662041464414286
Cct4   -0.040207416  0.26610614321813303
Mif   -0.042921957  0.2659208189333515
A530017D24Rik   -0.076650955  0.2658922806454066
Ascc1   -0.06442226  0.2658646762643952
Cpe   0.04591349  0.26585262388631503
Tsc2   -0.046323586  0.26583201854412664
Gm11425   0.07312551  0.26582642018488134
Nt5dc1   0.056636836  0.26580457133267416
Dexi   -0.04928239  0.26553814704548667
Zfp64   0.044240586  0.2655343381670766
Il6st   0.049391523  0.2655156049150212
1700088E04Rik   0.072883606  0.2653498969885412
Tgfb2   0.076225005  0.2649831365736988
D130007C19Rik   0.10911093  0.2649776983423732
Irf5   0.06858474  0.2648406646751464
Gfra4   0.1294069  0.2648308772745758
Rgs22   0.10291189  0.2648283139235894
Sertad3   0.07431964  0.2648026030999021
Gm20492   0.10153966  0.2647933597931145
Gm10012   0.118422434  0.26477347532189166
Coa6   -0.07061857  0.26475949428980233
Zfp58   -0.08396219  0.2647222901621282
Epha6   0.046755467  0.26442757986041376
Pcbp2   -0.046039052  0.2643420951787159
Aldoart1   0.10641069  0.26427742361300677
Ranbp3   -0.040839735  0.26425584147624553
Glrb   -0.07847246  0.2641574856219687
Ids   -0.04455827  0.26402110759926584
Gm24119   0.09250721  0.26400892219279565
Pou2f1   -0.10944512  0.26399145928953166
Slc43a2   0.050295312  0.2638542502880334
Ctnna3   -0.044708204  0.26377222878461865
Ube2d2a   0.041524664  0.26374801937133024
Gm7729   0.10291473  0.26346368023001565
Cd2bp2   0.04021801  0.2633257680144126
Abca8a   -0.046853002  0.26311172373062514
Ccs   -0.048294127  0.2630506209431559
Rep15   -0.11923949  0.2628921432958482
Dcst1   0.08207161  0.26274182983307987
Gm26865   -0.14632457  0.262303499378378
Gm20540   -0.16274662  0.26212825196685746
Pdxdc1   0.04480713  0.2621203502873012
Nxf1   0.04507028  0.2620053182
Six4   -0.12538062  0.2619370023748294
B330016D10Rik   -0.06814132  0.2614116222238871
Smg6   -0.045407087  0.2611745365880722
Mbip   -0.061776705  0.26109257980045847
Rassf2   -0.050626464  0.26105466061351557
Cant1   -0.040389534  0.26082261103789534
Zfp639   -0.05139073  0.2608050489571968
Arfip2   -0.04044207  0.2607805244530963
Slc35e1   0.041554928  0.2607324829247832
Rpgr   -0.06445401  0.26067701755737915
Rint1   -0.042961504  0.2605617646378139
Gm23037   0.09889395  0.2604535627447321
Brix1   -0.053518716  0.2603954061644649
Gm9929   0.09189868  0.26035024434478543
Fbxo11   -0.04454189  0.2603142864776584
Il20rb   0.09469623  0.260300212997855
Ctcfl   -0.1901834  0.2602022454153038
Aak1   -0.046005566  0.2601904157252636
Map3k7   0.042208906  0.26012779028590827
9030624G23Rik   0.17686453  0.26012562552603424
Srp14   0.04176019  0.26004081701482695
Ofd1   0.045811962  0.26002983959290993
Tdrd6   0.041798897  0.25966517938292794
Gm9530   -0.11277062  0.25962229146839955
Ncoa7   0.04722892  0.25948127660856085
Samd4   -0.046697613  0.2593778268447053
Ece2   -0.0590524  0.25934229018709415
Hyou1   0.04547405  0.2592040182538747
Vcp-rs   0.0661103  0.2589842129621698
Ripk1   0.04733388  0.25889795683369365
Klc4   0.047130253  0.25847875144640897
H2-Aa   -0.05079893  0.2584511965849289
Stk4   0.041225124  0.25840689428174984
Ripk2   0.051995613  0.25832539551946715
Gm7278   0.11377572  0.2582864235536179
Atoh8   -0.057864513  0.25825316353251904
Gm13660   0.09174595  0.2582320196859139
Nr2f2   -0.048144754  0.25802639208603045
Siglece   0.111811265  0.2579075871554861
Gga3   -0.039766576  0.25788259362950233
Eea1   0.042034633  0.2577797718979578
Hhatl   0.1453027  0.257644415071126
Gm12895   0.043167796  0.2575303593542063
Caskin2   0.047167156  0.25739989371506194
Tmem33   0.04171917  0.25735008685541344
Smarcad1   0.04201061  0.2573238737151348
Unc45bos   0.1341939  0.2573221775944327
Otub1   -0.039175123  0.2571643738582425
Cops9   -0.045762725  0.2571037875399096
Invs   0.040779114  0.2570031267859881
Kdm5a   -0.045515843  0.25697291512167836
Gm26836   -0.059570972  0.2569484073502474
Gm16437   0.11747862  0.2567549095313489
Spg11   -0.04151519  0.25674273529334624
Eef1akmt2   -0.05141703  0.25673017594996705
Fis1   -0.042702463  0.2567023610331952
Gm12009   0.107239425  0.25668063357548954
Tango2   0.0426347  0.2565401099305372
Xpr1   0.040412575  0.2564675445957053
Tmem51   -0.106602564  0.2564613051471616
Kcp   -0.048712626  0.25632728194846965
Dmrt2   0.19377472  0.25627229141930363
Coro7   0.043692973  0.2561978972809729
Clu   -0.04321835  0.256018557769661
Prrt2   0.08670224  0.2558535691858731
Ehbp1   -0.047488157  0.2557946018017477
Stambpl1   0.048894305  0.25573532999817405
Mettl14   -0.041159403  0.25569907586035867
Lima1   0.04612451  0.25568137261887164
Gm10051   -0.109634034  0.2556727520234378
Sec61a2   -0.043870043  0.25561533459618613
Ash2l   0.03871814  0.255602558512522
Lipt2   0.08448601  0.25557923873249494
Cdkn2d   0.057494212  0.2555064352616612
2610001J05Rik   0.052640397  0.2552169669211051
Hddc3   -0.06255986  0.25510334156792785
BC017158   0.043319967  0.2550839565409836
Prmt5   0.041400038  0.25498042224461703
Bbof1   -0.1004062  0.254958578339012
Usp34   -0.043611623  0.2549538096625097
3010001F23Rik   0.11281719  0.25489520294716317
Snd1   0.044091783  0.2548309856215605
Arih1   0.044089984  0.2547334754603938
Fxyd3   0.04094069  0.2547041781291979
Dalrd3   0.04201732  0.25466826892289246
Vapb   -0.04365778  0.2544063322049826
Lat2   -0.07253453  0.25429041616373305
Gper1   -0.09617892  0.2540828308926881
Gm11889   0.07257844  0.2540824466577995
Terf2ip   -0.043293826  0.2540071394697543
Dpp8   -0.043547764  0.2539521995381034
Ssc5d   -0.048139244  0.2539100937734876
P3h4   0.050527897  0.25384248238619833
Shroom4   -0.045427594  0.2537890111626541
Gm26551   -0.11135593  0.2536558833105169
Entr1   0.039899297  0.2536307653858922
Gtf2h5   0.04195706  0.2533804655566502
Gm13442   -0.11692694  0.25332586719801997
Plin5   0.08724442  0.25323487655751553
Fhl5   -0.09907877  0.25317299229534695
Kif2a   0.039540224  0.2529735452650302
Poc1b   0.043317  0.2528248687220117
Ccser1   0.07462737  0.25276746108363335
Gm15849   0.124849156  0.2527425189522548
Akip1   0.062076464  0.2526022406453896
Cyth3   -0.043966316  0.25254446214137866
Gm38394   0.04411853  0.25248177662397225
Gpr19   0.054538835  0.2524746413123392
Map3k12   -0.04046822  0.2524668155452184
N6amt1   -0.058474895  0.2524526986300004
Tssc4   -0.050183184  0.25235449951725786
Sema3f   0.041042086  0.2523480555376494
Apbb1ip   -0.054236416  0.25233179234518893
Rassf5   -0.057594303  0.2521062828826923
Prkag2   0.043547478  0.25206647883975436
Clcc1   -0.04042896  0.25205834949980843
Gm15513   0.0675054  0.2519619528368988
Dusp5   -0.11404318  0.2519262953279585
Phc1   -0.039099216  0.2518306781340433
Pop4   0.05118897  0.2517912684149574
Mir1932   -0.12725297  0.2516394711697859
Mid1   0.06962905  0.25152510180059917
Dip2c   0.04465997  0.25147980226893574
Dhx34   -0.043258347  0.25112728720829425
Gm4070   0.088711135  0.2509431858078184
2810032G03Rik   0.10941665  0.2509396619334932
Ropn1l   -0.1229821  0.2507913640459684
1190002N15Rik   0.0479539  0.2505721746995005
Prdx5   0.04289641  0.2505400125902147
Cbwd1   -0.06886068  0.2504862582310831
Nus1   -0.03949243  0.25030426528068295
G6pdx   -0.040615376  0.2501797145235048
Atp13a3   -0.04354901  0.2501654002183353
Celf2   0.043596704  0.24998599122658569
Pygb   0.042946286  0.24995644999954353
Ackr4   -0.095707886  0.24989400302396955
Armcx3   -0.04028193  0.24979804431644287
Phb   0.04230866  0.24969880484497498
Ccl2   -0.12510939  0.24948123171326608
Snrpd1   0.07096699  0.24947189946614506
Nkx6-2   -0.09099411  0.2491667370799126
Gm26549   -0.09818992  0.24902191313633135
Gm6821   0.099964246  0.2489869719569743
Aspa   0.053411093  0.24891464683026868
Mrpl35   0.05537747  0.2487621389992311
Rbm8a2   -0.14899164  0.24874471101369253
Arrb2   -0.039187178  0.24873240459283258
Myef2   0.04124832  0.24873110516592953
Gm17529   -0.08122426  0.24834257582482264
Opn1sw   -0.10312637  0.24815142344431707
Mlh1   0.044918496  0.24794694154722252
Gm15908   -0.072260655  0.24786651989331665
Gm14634   0.11736661  0.24782757155942214
Gm12734   0.11884192  0.2477861047065331
Impdh2-ps   -0.11085767  0.24768156699468746
Pan3   -0.04329561  0.24762071259972723
A230056P14Rik   -0.061588943  0.2474367212090891
Rpl30-ps1   0.105004616  0.24734275360479044
Aph1a   0.04220283  0.24724146779006462
Tollip   0.039575126  0.24708257582687806
Pdhb   0.04344857  0.2469939064662428
Gm5069   -0.086286895  0.24699238038428123
Gm13328   0.122827604  0.24694545450080604
Rmdn2   0.046833023  0.24677280146678976
Aifm2   -0.04078282  0.2465111703010135
Tubgcp5   0.04087468  0.24649721347694425
44256   -0.10927954  0.24649340017091623
Rps15a-ps3   0.097969785  0.24646495336680024
Gm12992   0.0797862  0.24634698021855683
Gpr135   0.109983236  0.24603575652290977
Loxl4   0.07501427  0.24585586735397075
Secisbp2   -0.04060734  0.24585365705272458
Gm9801   0.09819254  0.2458113574013017
Gm5884   0.091475256  0.24579779140555208
1700030J22Rik   -0.10539322  0.24559706666205575
1700113A16Rik   -0.09920945  0.24528630475539878
Gnai1   -0.043524913  0.2451670234320847
Gm8378   0.063053615  0.24503001219081777
Cbx5   -0.04148775  0.24497624859436443
A930024E05Rik   0.08665922  0.24496870973755436
Fads3   0.042555228  0.24477218646282886
Ccdc34   -0.056281183  0.24459922311532548
Ptch1   -0.047009975  0.2445194508073721
Lyve1   -0.095597684  0.244515645035691
Coq10a   0.04951504  0.24444105483460157
Taf2   0.038979337  0.24433138689811992
Zmym4   0.0448715  0.24427126870573562
Gm15483   -0.12481335  0.2442644961232346
Sh3tc1   -0.060240325  0.24419646845679777
Gm16617   0.06713966  0.24405479705356503
Tmem40   0.04460467  0.24389488921856198
Nars   -0.03747495  0.24387648091882203
Eif2b1   -0.049800277  0.24378611781654047
Fam49a   0.057663053  0.24376215927257838
Tbc1d22b   0.039729998  0.24357111992975677
Tdrd3   -0.037955977  0.24353461974953308
Tmed1   0.05152474  0.24343584781760721
Ccdc122   -0.09366421  0.24341463479541112
Psmb6   0.038790945  0.2433649114102419
Rack1   -0.041673705  0.24334719710121944
Mrpl23   0.048166696  0.2433048512908046
Gemin8   -0.068648644  0.243301886390999
Gm10863   -0.04173519  0.24320610204982587
Galnt6   -0.068120375  0.243018512953006
1700020D05Rik   -0.06969761  0.24300361678575155
Gm17029   -0.089607455  0.24290322544563248
Bend6   -0.10834116  0.24278840713143052
Fbxo3   -0.041443367  0.24275907776338512
Cnot10   -0.040207643  0.24261867343058674
Emc4   0.04689491  0.24258927307142164
Med21   -0.06837107  0.24248292240186672
Star   -0.05769061  0.242406736697238
Gm25835   -0.11683397  0.24224982610693985
C1qc   -0.058363207  0.24202923596400996
Uck1   -0.04057145  0.24198588300352178
Icam1   -0.07284718  0.24196538400941428
Aph1b   0.0472761  0.24191459386777744
Dpm1   -0.043697104  0.24163381421241517
1700007J10Rik   0.049295764  0.24162326468887219
Chordc1   0.045050386  0.2415312836308339
Nemp1   0.045520578  0.24150973153706992
Nemp1   0.045520585  0.2414997145248441
Extl3   0.042832118  0.24142595597902564
Pop7   0.073188685  0.24135698300217812
Smim15   -0.042962365  0.2411133772627875
Tk2   -0.041707836  0.24102136724083628
Foxn3   -0.039211567  0.2409928481283643
Prdm10   -0.043495025  0.24097396224886936
Kansl1l   -0.03751313  0.24077617494814105
Bid   -0.10794673  0.2407516059445767
Sipa1l1   -0.042813286  0.24068684979656824
Uqcr11   0.041212942  0.24065083384748892
Dus2   -0.058003586  0.24045265560074658
Necab3   -0.08754743  0.23967109120466157
Neil2   -0.08670406  0.23960943469261606
Fggy   0.03910753  0.2393641339630307
Mm2pr   0.096812926  0.23936110500008703
Dus3l   -0.03623706  0.23927243617540084
Fam111a   0.064957574  0.2392570656928223
Med4   -0.056182984  0.23913297473558143
Cdc5l   -0.037799284  0.23908512925467262
Tbc1d25   -0.048442844  0.2390731682421228
Syap1   0.039631553  0.23886667407556833
Pcsk4   0.06493346  0.23878720637891815
Cyb561a3   -0.057992294  0.2383421526496079
Mettl1   0.06579141  0.23819155113393617
Tpt1-ps6   0.05811863  0.23818194547824703
Gpn1   0.050896052  0.23816923892586353
Slc36a1   -0.038477328  0.2380729617843611
Ap1g1   0.038792174  0.23795310099968303
Nle1   -0.05650059  0.23787589859986744
Pwp1   -0.045831352  0.2377785912351996
Dhx8   -0.038255915  0.23768325885872144
Crot   0.03874186  0.2376831076647083
Ccpg1   -0.060739115  0.2375690382965754
Srsf11   -0.0404534  0.2374916387928762
Tmem131   0.04159516  0.23747002242356982
2900093K20Rik   -0.10996233  0.23745868535373968
Dhx9   0.041603517  0.2373585468186057
Tubg2   0.07451302  0.23732854499846784
Nf2   -0.04104377  0.23723348220329918
